CustomerID,Frequency,Monetary,LastPurchaseDate,Recency,R_score,F_score,M_score,RFM_Score,CustomerSegment
12445.0,1,133.4,2011-11-17 18:43:00,21,3,1,1,5,At Risk Customer
12446.0,1,1002.3100000000001,2011-10-13 12:50:00,57,2,1,3,6,At Risk Customer
12447.0,1,476.49,2011-04-10 13:25:00,242,1,1,2,4,Lost Customer
12448.0,1,449.45,2011-10-26 13:46:00,43,3,1,2,6,At Risk Customer
12449.0,4,4067.29,2011-11-17 13:46:00,21,3,3,4,10,VIP Customer
12450.0,2,197.88,2011-07-06 14:41:00,155,1,2,1,4,Lost Customer
12451.0,5,9035.52,2011-11-29 08:40:00,10,4,3,4,11,VIP Customer
12452.0,2,430.57,2011-11-23 10:28:00,16,4,2,2,8,Loyal Customer
12453.0,1,707.09,2011-07-28 14:08:00,133,2,1,3,6,At Risk Customer
12454.0,1,3528.34,2011-10-14 17:13:00,55,2,1,4,7,Loyal Customer
12455.0,6,2466.86,2011-09-27 15:31:00,72,2,4,4,10,VIP Customer
12456.0,3,3181.04,2011-10-26 14:41:00,43,3,3,4,10,VIP Customer
12457.0,7,2363.23,2011-10-04 13:13:00,65,2,4,4,10,VIP Customer
12458.0,2,947.4,2011-09-29 15:25:00,70,2,2,3,7,Loyal Customer
12461.0,2,826.88,2011-09-06 16:57:00,93,2,2,3,7,Loyal Customer
12462.0,2,1189.59,2011-11-21 09:11:00,18,3,2,3,8,Loyal Customer
12463.0,4,1344.78,2011-10-17 13:44:00,52,2,3,3,8,Loyal Customer
12464.0,8,1212.05,2011-11-29 13:33:00,9,4,4,3,11,VIP Customer
12465.0,2,742.1899999999999,2011-11-22 16:34:00,16,4,2,3,9,Loyal Customer
12468.0,2,729.5400000000001,2011-06-05 11:36:00,187,1,2,3,6,At Risk Customer
12471.0,30,19788.65,2011-12-07 15:43:00,1,4,4,4,12,VIP Customer
12472.0,7,6572.11,2011-11-07 14:01:00,31,3,4,4,11,VIP Customer
12473.0,5,3928.0499999999997,2011-11-10 13:46:00,28,3,3,4,10,VIP Customer
12474.0,18,7324.09,2011-11-22 14:39:00,16,4,4,4,12,VIP Customer
12475.0,1,723.38,2011-10-17 10:10:00,53,2,1,3,6,At Risk Customer
12476.0,11,6816.42,2011-11-24 12:40:00,15,4,4,4,12,VIP Customer
12477.0,6,13219.74,2011-11-17 09:51:00,22,3,4,4,11,VIP Customer
12478.0,1,680.99,2011-12-06 09:56:00,3,4,1,3,8,Loyal Customer
12479.0,1,527.2,2011-11-28 13:26:00,10,4,1,2,7,Loyal Customer
12480.0,4,3281.63,2011-11-11 14:52:00,27,3,3,4,10,VIP Customer
12481.0,10,5579.82,2011-11-17 08:29:00,22,3,4,4,11,VIP Customer
12483.0,8,2484.98,2011-11-22 17:02:00,16,4,4,4,12,VIP Customer
12484.0,6,4527.32,2011-11-07 11:37:00,32,3,4,4,11,VIP Customer
12488.0,3,1298.66,2011-11-30 08:50:00,9,4,3,3,10,VIP Customer
12489.0,1,334.93,2011-01-07 13:13:00,335,1,1,2,4,Lost Customer
12490.0,10,5417.93,2011-12-04 16:07:00,4,4,4,4,12,VIP Customer
12491.0,1,460.40000000000003,2011-11-01 12:18:00,38,3,1,2,6,At Risk Customer
12492.0,2,263.21000000000004,2011-10-07 15:15:00,62,2,2,1,5,At Risk Customer
12493.0,2,433.74,2011-06-27 10:17:00,165,1,2,2,5,At Risk Customer
12494.0,7,1246.1000000000001,2011-11-24 09:34:00,15,4,4,3,11,VIP Customer
12497.0,1,1043.1,2011-09-19 12:29:00,81,2,1,3,6,At Risk Customer
12498.0,3,403.70000000000005,2011-11-18 12:53:00,20,3,3,2,8,Loyal Customer
12500.0,11,4257.82,2011-11-16 16:20:00,22,3,4,4,11,VIP Customer
12501.0,1,2169.39,2011-01-07 12:28:00,336,1,1,4,6,At Risk Customer
12502.0,5,3723.87,2011-09-05 11:52:00,95,2,3,4,9,Loyal Customer
12504.0,2,482.04999999999995,2011-11-21 16:02:00,17,4,2,2,8,Loyal Customer
12506.0,1,73.5,2011-04-21 08:54:00,232,1,1,1,3,Lost Customer
12507.0,3,1304.81,2011-07-28 17:09:00,133,2,3,3,8,Loyal Customer
12508.0,2,397.88,2011-11-13 15:37:00,25,3,2,2,7,Loyal Customer
12509.0,1,176.5,2011-02-28 14:45:00,283,1,1,1,3,Lost Customer
12510.0,2,982.5699999999999,2011-07-20 10:15:00,142,1,2,3,6,At Risk Customer
12512.0,2,132.18,2011-10-04 14:55:00,65,2,2,1,5,At Risk Customer
12513.0,1,612.29,2011-08-19 10:51:00,112,2,1,2,5,At Risk Customer
12514.0,1,1017.68,2011-03-17 16:38:00,266,1,1,3,5,At Risk Customer
12515.0,1,383.7,2010-12-21 15:43:00,352,1,1,2,4,Lost Customer
12516.0,2,1312.06,2011-09-23 09:13:00,77,2,2,3,7,Loyal Customer
12517.0,5,2481.6,2011-11-11 14:04:00,27,3,3,4,10,VIP Customer
12518.0,5,2056.89,2011-12-09 10:13:00,0,4,3,4,11,VIP Customer
12519.0,1,330.84,2011-10-07 09:26:00,63,2,1,2,5,At Risk Customer
12520.0,5,2634.26,2011-09-21 15:23:00,78,2,3,4,9,Loyal Customer
12521.0,1,599.68,2011-07-20 10:51:00,142,1,1,2,4,Lost Customer
12522.0,2,192.72,2011-10-31 15:30:00,38,3,2,1,6,At Risk Customer
12523.0,11,1789.77,2011-11-20 12:55:00,18,3,4,4,11,VIP Customer
12524.0,8,4485.72,2011-11-30 15:31:00,8,4,4,4,12,VIP Customer
12526.0,3,1316.66,2011-12-09 12:09:00,0,4,3,3,10,VIP Customer
12527.0,3,348.71000000000004,2011-09-19 11:55:00,81,2,3,2,7,Loyal Customer
12528.0,6,1933.48,2011-11-30 14:40:00,8,4,4,4,12,VIP Customer
12530.0,4,1662.28,2011-10-11 12:34:00,59,2,3,4,9,Loyal Customer
12531.0,1,125.22,2011-11-25 11:12:00,14,4,1,1,6,At Risk Customer
12532.0,1,349.83000000000004,2011-11-09 13:47:00,29,3,1,2,6,At Risk Customer
12534.0,1,1089.18,2011-08-01 10:26:00,130,2,1,3,6,At Risk Customer
12535.0,2,716.35,2011-09-09 08:48:00,91,2,2,3,7,Loyal Customer
12536.0,3,12601.830000000002,2011-10-27 14:20:00,42,3,3,4,10,VIP Customer
12538.0,1,363.95,2011-11-10 17:16:00,28,3,1,2,6,At Risk Customer
12539.0,4,5568.35,2011-11-17 13:30:00,21,3,3,4,10,VIP Customer
12540.0,17,13400.24,2011-11-20 11:31:00,19,3,4,4,11,VIP Customer
12541.0,3,981.18,2011-11-10 10:40:00,29,3,3,3,9,Loyal Customer
12544.0,1,372.7,2011-11-03 16:15:00,35,3,1,2,6,At Risk Customer
12545.0,2,1000.39,2011-09-25 13:39:00,74,2,2,3,7,Loyal Customer
12546.0,2,1161.5,2011-10-24 12:09:00,46,3,2,3,8,Loyal Customer
12547.0,2,207.79999999999998,2011-05-26 12:38:00,197,1,2,1,4,Lost Customer
12548.0,1,95.19999999999999,2011-06-26 15:35:00,165,1,1,1,3,Lost Customer
12550.0,1,964.83,2011-09-21 14:35:00,78,2,1,3,6,At Risk Customer
12551.0,1,168.0,2010-12-17 11:23:00,357,1,1,1,3,Lost Customer
12552.0,2,437.82,2011-11-01 10:02:00,38,3,2,2,7,Loyal Customer
12553.0,10,3692.28,2011-12-01 16:38:00,7,4,4,4,12,VIP Customer
12556.0,2,599.56,2011-10-20 13:06:00,49,3,2,2,7,Loyal Customer
12557.0,5,11990.960000000001,2011-11-23 16:59:00,15,4,3,4,11,VIP Customer
12558.0,1,269.96,2011-12-02 10:41:00,7,4,1,1,6,At Risk Customer
12559.0,2,561.71,2011-02-02 09:49:00,310,1,2,2,5,At Risk Customer
12560.0,3,2134.01,2011-12-04 13:54:00,4,4,3,4,11,VIP Customer
12561.0,1,238.85,2011-02-10 11:39:00,302,1,1,1,3,Lost Customer
12562.0,7,3781.7400000000002,2011-12-01 17:20:00,7,4,4,4,12,VIP Customer
12564.0,1,456.9,2011-03-23 14:55:00,260,1,1,2,4,Lost Customer
12565.0,1,145.92,2011-02-24 10:34:00,288,1,1,1,3,Lost Customer
12566.0,1,351.65,2011-09-14 14:30:00,85,2,1,2,5,At Risk Customer
12567.0,10,9401.28,2011-11-17 11:02:00,22,3,4,4,11,VIP Customer
12569.0,32,4124.69,2011-12-07 16:24:00,1,4,4,4,12,VIP Customer
12571.0,2,519.61,2011-10-31 10:19:00,39,3,2,2,7,Loyal Customer
12572.0,2,1020.42,2011-12-01 09:20:00,8,4,2,3,9,Loyal Customer
12573.0,1,160.54000000000002,2011-04-26 15:52:00,226,1,1,1,3,Lost Customer
12574.0,1,218.45,2011-01-28 09:20:00,315,1,1,1,3,Lost Customer
12576.0,5,1315.83,2011-11-04 10:11:00,35,3,3,3,9,Loyal Customer
12577.0,3,626.6,2011-11-04 13:24:00,34,3,3,2,8,Loyal Customer
12578.0,2,2794.51,2011-11-18 13:30:00,20,3,2,4,9,Loyal Customer
12579.0,1,440.42,2011-09-22 17:15:00,77,2,1,2,5,At Risk Customer
12580.0,1,415.7,2011-04-07 10:24:00,246,1,1,2,4,Lost Customer
12581.0,1,197.71,2011-10-31 08:56:00,39,3,1,1,5,At Risk Customer
12582.0,2,511.36,2011-04-15 08:45:00,238,1,2,2,5,At Risk Customer
12583.0,15,7281.38,2011-12-07 08:07:00,2,4,4,4,12,VIP Customer
12584.0,9,2338.15,2011-12-06 09:35:00,3,4,4,4,12,VIP Customer
12585.0,2,2040.1,2011-04-19 13:39:00,233,1,2,4,7,Loyal Customer
12586.0,1,196.94000000000003,2011-11-22 16:24:00,16,4,1,1,6,At Risk Customer
12587.0,1,144.0,2011-12-02 12:47:00,7,4,1,1,6,At Risk Customer
12588.0,1,214.89999999999998,2011-10-31 15:01:00,38,3,1,1,5,At Risk Customer
12589.0,2,646.68,2011-11-11 10:19:00,28,3,2,2,7,Loyal Customer
12590.0,2,9864.26,2011-05-12 14:52:00,210,1,2,4,7,Loyal Customer
12591.0,1,452.84999999999997,2011-01-26 14:35:00,316,1,1,2,4,Lost Customer
12592.0,2,437.6,2011-09-08 15:04:00,91,2,2,2,6,At Risk Customer
12593.0,3,418.09999999999997,2011-08-23 12:43:00,108,2,3,2,7,Loyal Customer
12594.0,10,3338.2200000000003,2011-11-02 12:20:00,37,3,4,4,11,VIP Customer
12596.0,2,618.27,2011-10-19 13:02:00,50,3,2,2,7,Loyal Customer
12597.0,4,3811.22,2011-11-20 13:33:00,18,3,3,4,10,VIP Customer
12598.0,8,3023.08,2011-11-30 12:18:00,9,4,4,4,12,VIP Customer
12599.0,7,1032.58,2011-11-10 13:34:00,28,3,4,3,10,VIP Customer
12600.0,10,2599.04,2011-11-11 10:29:00,28,3,4,4,11,VIP Customer
12601.0,5,577.0600000000001,2011-06-03 10:17:00,189,1,3,2,6,At Risk Customer
12602.0,1,153.12,2011-10-12 11:22:00,58,2,1,1,4,Lost Customer
12603.0,1,739.1999999999999,2011-11-18 10:42:00,21,3,1,3,7,Loyal Customer
12604.0,2,254.18,2011-09-21 14:08:00,78,2,2,1,5,At Risk Customer
12607.0,1,1579.51,2011-10-10 16:06:00,59,2,1,3,6,At Risk Customer
12609.0,3,1126.85,2011-09-22 16:34:00,77,2,3,3,8,Loyal Customer
12610.0,5,2099.54,2011-11-17 09:34:00,22,3,3,4,10,VIP Customer
12611.0,1,1193.32,2011-10-18 13:12:00,51,2,1,3,6,At Risk Customer
12612.0,1,704.0400000000001,2011-09-26 15:35:00,73,2,1,3,6,At Risk Customer
12613.0,5,3344.38,2011-10-13 14:59:00,56,2,3,4,9,Loyal Customer
12614.0,1,315.6,2011-03-07 10:22:00,277,1,1,2,4,Lost Customer
12615.0,4,2291.19,2011-12-07 15:02:00,1,4,3,4,11,VIP Customer
12616.0,2,713.3,2011-09-05 15:17:00,94,2,2,3,7,Loyal Customer
12617.0,1,352.98,2011-11-10 14:39:00,28,3,1,2,6,At Risk Customer
12618.0,1,177.31,2011-11-18 11:10:00,21,3,1,1,5,At Risk Customer
12619.0,9,3641.24,2011-11-23 14:52:00,15,4,4,4,12,VIP Customer
12620.0,3,1339.41,2011-11-25 10:20:00,14,4,3,3,10,VIP Customer
12621.0,20,13689.67,2011-12-08 11:25:00,1,4,4,4,12,VIP Customer
12622.0,1,180.1,2011-04-21 16:39:00,231,1,1,1,3,Lost Customer
12623.0,1,305.1,2011-03-08 13:50:00,275,1,1,1,3,Lost Customer
12624.0,2,641.13,2011-08-25 15:04:00,105,2,2,2,6,At Risk Customer
12625.0,2,2683.82,2011-05-12 09:54:00,211,1,2,4,7,Loyal Customer
12626.0,9,6620.48,2011-11-16 16:06:00,22,3,4,4,11,VIP Customer
12627.0,7,4478.53,2011-11-29 12:07:00,10,4,4,4,12,VIP Customer
12628.0,3,786.46,2011-12-05 13:15:00,3,4,3,3,10,VIP Customer
12630.0,2,1270.88,2011-11-30 10:48:00,9,4,2,3,9,Loyal Customer
12631.0,1,640.5,2011-10-13 13:53:00,56,2,1,2,5,At Risk Customer
12633.0,4,2163.98,2011-10-12 11:40:00,58,2,3,4,9,Loyal Customer
12635.0,2,1689.18,2011-09-11 11:04:00,89,2,2,4,8,Loyal Customer
12637.0,8,6002.9,2011-10-03 13:46:00,66,2,4,4,10,VIP Customer
12638.0,1,671.69,2011-11-06 13:11:00,32,3,1,3,7,Loyal Customer
12639.0,1,486.1,2011-04-15 12:48:00,238,1,1,2,4,Lost Customer
12640.0,3,1174.58,2011-11-16 11:52:00,23,3,3,3,9,Loyal Customer
12641.0,1,185.9,2011-08-16 13:26:00,114,2,1,1,4,Lost Customer
12642.0,3,1013.26,2011-11-14 15:03:00,24,3,3,3,9,Loyal Customer
12643.0,6,3344.64,2011-08-03 12:56:00,127,2,4,4,10,VIP Customer
12644.0,1,477.91,2011-08-02 10:33:00,129,2,1,2,5,At Risk Customer
12645.0,4,1775.18,2011-11-06 12:38:00,33,3,3,4,10,VIP Customer
12646.0,2,1346.97,2011-12-05 10:14:00,4,4,2,3,9,Loyal Customer
12647.0,12,3722.82,2011-11-17 12:56:00,21,3,4,4,11,VIP Customer
12648.0,1,318.05,2011-07-08 11:55:00,154,1,1,2,4,Lost Customer
12649.0,3,623.51,2011-08-24 14:41:00,106,2,3,2,7,Loyal Customer
12650.0,1,314.44,2011-12-06 16:34:00,2,4,1,2,7,Loyal Customer
12651.0,1,114.0,2011-01-09 12:46:00,334,1,1,1,3,Lost Customer
12652.0,1,919.98,2011-01-12 15:00:00,330,1,1,3,5,At Risk Customer
12653.0,2,2209.85,2011-07-14 10:41:00,148,1,2,4,7,Loyal Customer
12654.0,5,601.98,2011-11-29 10:10:00,10,4,3,2,9,Loyal Customer
12656.0,5,4051.17,2011-11-22 13:42:00,16,4,3,4,11,VIP Customer
12657.0,4,1643.18,2011-11-28 15:47:00,10,4,3,3,10,VIP Customer
12658.0,1,686.05,2011-11-21 10:22:00,18,3,1,3,7,Loyal Customer
12659.0,1,91.68,2011-11-10 11:53:00,29,3,1,1,5,At Risk Customer
12660.0,1,245.1,2011-11-28 13:26:00,10,4,1,1,6,At Risk Customer
12662.0,11,3849.78,2011-12-09 11:59:00,0,4,4,4,12,VIP Customer
12664.0,9,4881.88,2011-12-01 17:07:00,7,4,4,4,12,VIP Customer
12665.0,1,63.0,2011-01-19 08:34:00,324,1,1,1,3,Lost Customer
12667.0,1,620.13,2011-10-12 17:00:00,57,2,1,2,5,At Risk Customer
12668.0,4,3807.15,2011-11-28 10:56:00,11,4,3,4,11,VIP Customer
12669.0,3,2744.0299999999997,2011-07-12 09:54:00,150,1,3,4,8,Loyal Customer
12670.0,5,2996.05,2011-11-29 15:23:00,9,4,3,4,11,VIP Customer
12672.0,1,225.89999999999998,2011-01-14 09:20:00,329,1,1,1,3,Lost Customer
12673.0,2,610.52,2011-12-04 13:55:00,4,4,2,2,8,Loyal Customer
12674.0,4,1970.6,2011-11-01 12:12:00,38,3,3,4,10,VIP Customer
12676.0,6,1331.39,2011-11-15 12:25:00,24,3,4,3,10,VIP Customer
12678.0,12,17628.46,2011-10-28 13:04:00,41,3,4,4,11,VIP Customer
12679.0,4,1113.02,2011-10-12 12:30:00,58,2,3,3,8,Loyal Customer
12680.0,4,862.81,2011-12-09 12:50:00,0,4,3,3,10,VIP Customer
12681.0,22,13787.54,2011-11-25 11:33:00,14,4,4,4,12,VIP Customer
12682.0,31,12279.82,2011-12-06 10:00:00,3,4,4,4,12,VIP Customer
12683.0,15,8476.57,2011-12-05 16:31:00,3,4,4,4,12,VIP Customer
12684.0,7,2283.63,2011-12-02 09:53:00,7,4,4,4,12,VIP Customer
12685.0,6,2863.08,2011-11-11 13:46:00,27,3,4,4,11,VIP Customer
12686.0,1,89.14,2010-12-03 09:51:00,371,1,1,1,3,Lost Customer
12688.0,1,4873.8099999999995,2011-08-18 08:49:00,113,2,1,4,7,Loyal Customer
12689.0,2,1247.61,2011-11-14 08:31:00,25,3,2,3,8,Loyal Customer
12690.0,1,389.01,2011-05-18 09:09:00,205,1,1,2,4,Lost Customer
12691.0,6,1035.8,2011-11-11 16:49:00,27,3,4,3,10,VIP Customer
12693.0,4,855.91,2011-08-04 17:51:00,126,2,3,3,8,Loyal Customer
12694.0,2,869.67,2011-09-30 13:06:00,69,2,2,3,7,Loyal Customer
12695.0,4,582.1,2011-12-02 13:22:00,6,4,3,2,9,Loyal Customer
12697.0,3,957.59,2011-11-11 08:47:00,28,3,3,3,9,Loyal Customer
12700.0,4,4939.99,2011-12-02 10:47:00,7,4,3,4,11,VIP Customer
12701.0,2,797.71,2011-09-21 10:47:00,79,2,2,3,7,Loyal Customer
12702.0,1,219.0,2011-11-20 10:36:00,19,3,1,1,5,At Risk Customer
12703.0,1,283.55,2011-09-29 17:52:00,70,2,1,1,4,Lost Customer
12704.0,8,2340.84,2011-12-02 13:15:00,6,4,4,4,12,VIP Customer
12705.0,9,6868.29,2011-11-24 13:17:00,14,4,4,4,12,VIP Customer
12707.0,1,603.42,2011-02-21 08:38:00,291,1,1,2,4,Lost Customer
12708.0,10,2712.91,2011-11-10 09:52:00,29,3,4,4,11,VIP Customer
12709.0,15,9706.52,2011-11-24 15:38:00,14,4,4,4,12,VIP Customer
12710.0,3,1149.02,2011-09-04 12:00:00,96,2,3,3,8,Loyal Customer
12712.0,13,4396.13,2011-11-11 08:19:00,28,3,4,4,11,VIP Customer
12713.0,1,848.55,2011-12-09 12:16:00,0,4,1,3,8,Loyal Customer
12714.0,5,4708.86,2011-11-30 15:43:00,8,4,3,4,11,VIP Customer
12715.0,1,343.36,2011-08-25 15:22:00,105,2,1,2,5,At Risk Customer
12716.0,2,1053.49,2011-12-06 08:55:00,3,4,2,3,9,Loyal Customer
12717.0,2,1030.98,2011-07-11 14:47:00,150,1,2,3,6,At Risk Customer
12718.0,1,238.25,2011-09-29 16:38:00,70,2,1,1,4,Lost Customer
12719.0,2,644.95,2011-12-04 13:45:00,4,4,2,2,8,Loyal Customer
12720.0,25,5781.73,2011-12-07 08:03:00,2,4,4,4,12,VIP Customer
12721.0,6,2656.13,2011-11-08 12:13:00,31,3,4,4,11,VIP Customer
12722.0,4,997.63,2011-09-15 14:50:00,84,2,3,3,8,Loyal Customer
12723.0,5,725.07,2011-12-06 10:19:00,3,4,3,3,10,VIP Customer
12724.0,4,1031.41,2011-12-04 16:02:00,4,4,3,3,10,VIP Customer
12725.0,1,427.8,2010-12-03 15:45:00,370,1,1,2,4,Lost Customer
12726.0,7,2609.1,2011-11-11 13:35:00,27,3,4,4,11,VIP Customer
12727.0,7,3980.7,2011-11-29 11:46:00,10,4,4,4,12,VIP Customer
12728.0,4,836.33,2011-09-29 15:31:00,70,2,3,3,8,Loyal Customer
12729.0,1,453.01,2011-08-18 11:40:00,113,2,1,2,5,At Risk Customer
12731.0,12,18895.91,2011-11-16 11:59:00,23,3,4,4,11,VIP Customer
12732.0,1,236.26000000000002,2011-06-13 11:33:00,179,1,1,1,3,Lost Customer
12733.0,1,383.95,2011-04-19 16:19:00,233,1,1,2,4,Lost Customer
12734.0,1,110.39999999999999,2010-12-22 12:47:00,352,1,1,1,3,Lost Customer
12735.0,2,779.5699999999999,2011-01-28 13:37:00,314,1,2,3,6,At Risk Customer
12736.0,1,234.0,2011-01-11 07:57:00,332,1,1,1,3,Lost Customer
12738.0,1,155.35,2010-12-02 18:27:00,371,1,1,1,3,Lost Customer
12739.0,2,1013.04,2011-09-22 13:00:00,77,2,2,3,7,Loyal Customer
12740.0,1,427.6,2011-10-07 10:44:00,63,2,1,2,5,At Risk Customer
12743.0,2,540.13,2011-07-28 16:21:00,133,2,2,2,6,At Risk Customer
12744.0,7,21279.29,2011-10-19 11:18:00,51,2,4,4,10,VIP Customer
12747.0,11,4196.01,2011-12-07 14:34:00,1,4,4,4,12,VIP Customer
