CustomerID,Frequency,Monetary,LastPurchaseDate,Recency
12534.0,1,1089.18,2011-08-01 10:26:00,130
12535.0,2,716.35,2011-09-09 08:48:00,91
12536.0,3,12601.830000000002,2011-10-27 14:20:00,42
12538.0,1,363.95,2011-11-10 17:16:00,28
12539.0,4,5568.35,2011-11-17 13:30:00,21
12540.0,17,13400.24,2011-11-20 11:31:00,19
12541.0,3,981.18,2011-11-10 10:40:00,29
12544.0,1,372.7,2011-11-03 16:15:00,35
12545.0,2,1000.39,2011-09-25 13:39:00,74
12546.0,2,1161.5,2011-10-24 12:09:00,46
12547.0,2,207.79999999999998,2011-05-26 12:38:00,197
12548.0,1,95.19999999999999,2011-06-26 15:35:00,165
12550.0,1,964.83,2011-09-21 14:35:00,78
12551.0,1,168.0,2010-12-17 11:23:00,357
12552.0,2,437.82,2011-11-01 10:02:00,38
12553.0,10,3692.28,2011-12-01 16:38:00,7
12556.0,2,599.56,2011-10-20 13:06:00,49
12557.0,5,11990.960000000001,2011-11-23 16:59:00,15
12558.0,1,269.96,2011-12-02 10:41:00,7
12559.0,2,561.71,2011-02-02 09:49:00,310
12560.0,3,2134.01,2011-12-04 13:54:00,4
12561.0,1,238.85,2011-02-10 11:39:00,302
12562.0,7,3781.7400000000002,2011-12-01 17:20:00,7
12564.0,1,456.9,2011-03-23 14:55:00,260
12565.0,1,145.92,2011-02-24 10:34:00,288
12566.0,1,351.65,2011-09-14 14:30:00,85
12567.0,10,9401.28,2011-11-17 11:02:00,22
12569.0,32,4124.69,2011-12-07 16:24:00,1
12571.0,2,519.61,2011-10-31 10:19:00,39
12572.0,2,1020.42,2011-12-01 09:20:00,8
12573.0,1,160.54000000000002,2011-04-26 15:52:00,226
12574.0,1,218.45,2011-01-28 09:20:00,315
12576.0,5,1315.83,2011-11-04 10:11:00,35
12577.0,3,626.6,2011-11-04 13:24:00,34
12578.0,2,2794.51,2011-11-18 13:30:00,20
12579.0,1,440.42,2011-09-22 17:15:00,77
12580.0,1,415.7,2011-04-07 10:24:00,246
12581.0,1,197.71,2011-10-31 08:56:00,39
12582.0,2,511.36,2011-04-15 08:45:00,238
12583.0,15,7281.38,2011-12-07 08:07:00,2
12584.0,9,2338.15,2011-12-06 09:35:00,3
12585.0,2,2040.1,2011-04-19 13:39:00,233
12586.0,1,196.94000000000003,2011-11-22 16:24:00,16
12587.0,1,144.0,2011-12-02 12:47:00,7
12588.0,1,214.89999999999998,2011-10-31 15:01:00,38
12589.0,2,646.68,2011-11-11 10:19:00,28
12590.0,2,9864.26,2011-05-12 14:52:00,210
12591.0,1,452.84999999999997,2011-01-26 14:35:00,316
12592.0,2,437.6,2011-09-08 15:04:00,91
12593.0,3,418.09999999999997,2011-08-23 12:43:00,108
12594.0,10,3338.2200000000003,2011-11-02 12:20:00,37
12596.0,2,618.27,2011-10-19 13:02:00,50
12597.0,4,3811.22,2011-11-20 13:33:00,18
12598.0,8,3023.08,2011-11-30 12:18:00,9
12599.0,7,1032.58,2011-11-10 13:34:00,28
12600.0,10,2599.04,2011-11-11 10:29:00,28
12601.0,5,577.0600000000001,2011-06-03 10:17:00,189
12602.0,1,153.12,2011-10-12 11:22:00,58
12603.0,1,739.1999999999999,2011-11-18 10:42:00,21
12604.0,2,254.18,2011-09-21 14:08:00,78
12607.0,1,1579.51,2011-10-10 16:06:00,59
12609.0,3,1126.85,2011-09-22 16:34:00,77
12610.0,5,2099.54,2011-11-17 09:34:00,22
12611.0,1,1193.32,2011-10-18 13:12:00,51
12612.0,1,704.0400000000001,2011-09-26 15:35:00,73
12613.0,5,3344.38,2011-10-13 14:59:00,56
12614.0,1,315.6,2011-03-07 10:22:00,277
12615.0,4,2291.19,2011-12-07 15:02:00,1
12616.0,2,713.3,2011-09-05 15:17:00,94
12617.0,1,352.98,2011-11-10 14:39:00,28
12618.0,1,177.31,2011-11-18 11:10:00,21
12619.0,9,3641.24,2011-11-23 14:52:00,15
12620.0,3,1339.41,2011-11-25 10:20:00,14
12621.0,20,13689.67,2011-12-08 11:25:00,1
12622.0,1,180.1,2011-04-21 16:39:00,231
12623.0,1,305.1,2011-03-08 13:50:00,275
12624.0,2,641.13,2011-08-25 15:04:00,105
12625.0,2,2683.82,2011-05-12 09:54:00,211
12626.0,9,6620.48,2011-11-16 16:06:00,22
12627.0,7,4478.53,2011-11-29 12:07:00,10
12628.0,3,786.46,2011-12-05 13:15:00,3
12630.0,2,1270.88,2011-11-30 10:48:00,9
12631.0,1,640.5,2011-10-13 13:53:00,56
12633.0,4,2163.98,2011-10-12 11:40:00,58
12635.0,2,1689.18,2011-09-11 11:04:00,89
12637.0,8,6002.9,2011-10-03 13:46:00,66
12638.0,1,671.69,2011-11-06 13:11:00,32
12639.0,1,486.1,2011-04-15 12:48:00,238
12640.0,3,1174.58,2011-11-16 11:52:00,23
12641.0,1,185.9,2011-08-16 13:26:00,114
12642.0,3,1013.26,2011-11-14 15:03:00,24
12643.0,6,3344.64,2011-08-03 12:56:00,127
12644.0,1,477.91,2011-08-02 10:33:00,129
12645.0,4,1775.18,2011-11-06 12:38:00,33
12646.0,2,1346.97,2011-12-05 10:14:00,4
12647.0,12,3722.82,2011-11-17 12:56:00,21
12648.0,1,318.05,2011-07-08 11:55:00,154
12649.0,3,623.51,2011-08-24 14:41:00,106
12650.0,1,314.44,2011-12-06 16:34:00,2
12651.0,1,114.0,2011-01-09 12:46:00,334
12652.0,1,919.98,2011-01-12 15:00:00,330
12653.0,2,2209.85,2011-07-14 10:41:00,148
12654.0,5,601.98,2011-11-29 10:10:00,10
12656.0,5,4051.17,2011-11-22 13:42:00,16
12657.0,4,1643.18,2011-11-28 15:47:00,10
12658.0,1,686.05,2011-11-21 10:22:00,18
12659.0,1,91.68,2011-11-10 11:53:00,29
12660.0,1,245.1,2011-11-28 13:26:00,10
12662.0,11,3849.78,2011-12-09 11:59:00,0
12664.0,9,4881.88,2011-12-01 17:07:00,7
12665.0,1,63.0,2011-01-19 08:34:00,324
12667.0,1,620.13,2011-10-12 17:00:00,57
12668.0,4,3807.15,2011-11-28 10:56:00,11
12669.0,3,2744.0299999999997,2011-07-12 09:54:00,150
12670.0,5,2996.05,2011-11-29 15:23:00,9
12672.0,1,225.89999999999998,2011-01-14 09:20:00,329
12673.0,2,610.52,2011-12-04 13:55:00,4
12674.0,4,1970.6,2011-11-01 12:12:00,38
12676.0,6,1331.39,2011-11-15 12:25:00,24
12678.0,12,17628.46,2011-10-28 13:04:00,41
12679.0,4,1113.02,2011-10-12 12:30:00,58
12680.0,4,862.81,2011-12-09 12:50:00,0
12681.0,22,13787.54,2011-11-25 11:33:00,14
12682.0,31,12279.82,2011-12-06 10:00:00,3
12683.0,15,8476.57,2011-12-05 16:31:00,3
12684.0,7,2283.63,2011-12-02 09:53:00,7
12685.0,6,2863.08,2011-11-11 13:46:00,27
12686.0,1,89.14,2010-12-03 09:51:00,371
12688.0,1,4873.8099999999995,2011-08-18 08:49:00,113
12689.0,2,1247.61,2011-11-14 08:31:00,25
12690.0,1,389.01,2011-05-18 09:09:00,205
12691.0,6,1035.8,2011-11-11 16:49:00,27
12693.0,4,855.91,2011-08-04 17:51:00,126
12694.0,2,869.67,2011-09-30 13:06:00,69
12695.0,4,582.1,2011-12-02 13:22:00,6
12697.0,3,957.59,2011-11-11 08:47:00,28
12700.0,4,4939.99,2011-12-02 10:47:00,7
12701.0,2,797.71,2011-09-21 10:47:00,79
12702.0,1,219.0,2011-11-20 10:36:00,19
12703.0,1,283.55,2011-09-29 17:52:00,70
12704.0,8,2340.84,2011-12-02 13:15:00,6
12705.0,9,6868.29,2011-11-24 13:17:00,14
12707.0,1,603.42,2011-02-21 08:38:00,291
12708.0,10,2712.91,2011-11-10 09:52:00,29
12709.0,15,9706.52,2011-11-24 15:38:00,14
12710.0,3,1149.02,2011-09-04 12:00:00,96
12712.0,13,4396.13,2011-11-11 08:19:00,28
12713.0,1,848.55,2011-12-09 12:16:00,0
12714.0,5,4708.86,2011-11-30 15:43:00,8
12715.0,1,343.36,2011-08-25 15:22:00,105
12716.0,2,1053.49,2011-12-06 08:55:00,3
12717.0,2,1030.98,2011-07-11 14:47:00,150
12718.0,1,238.25,2011-09-29 16:38:00,70
12719.0,2,644.95,2011-12-04 13:45:00,4
12720.0,25,5781.73,2011-12-07 08:03:00,2
12721.0,6,2656.13,2011-11-08 12:13:00,31
12722.0,4,997.63,2011-09-15 14:50:00,84
12723.0,5,725.07,2011-12-06 10:19:00,3
12724.0,4,1031.41,2011-12-04 16:02:00,4
12725.0,1,427.8,2010-12-03 15:45:00,370
12726.0,7,2609.1,2011-11-11 13:35:00,27
12727.0,7,3980.7,2011-11-29 11:46:00,10
12728.0,4,836.33,2011-09-29 15:31:00,70
12729.0,1,453.01,2011-08-18 11:40:00,113
12731.0,12,18895.91,2011-11-16 11:59:00,23
12732.0,1,236.26000000000002,2011-06-13 11:33:00,179
12733.0,1,383.95,2011-04-19 16:19:00,233
12734.0,1,110.39999999999999,2010-12-22 12:47:00,352
12735.0,2,779.5699999999999,2011-01-28 13:37:00,314
12736.0,1,234.0,2011-01-11 07:57:00,332
12738.0,1,155.35,2010-12-02 18:27:00,371
12739.0,2,1013.04,2011-09-22 13:00:00,77
12740.0,1,427.6,2011-10-07 10:44:00,63
12743.0,2,540.13,2011-07-28 16:21:00,133
12744.0,7,21279.29,2011-10-19 11:18:00,51
12747.0,11,4196.01,2011-12-07 14:34:00,1
12748.0,209,33053.19,2011-12-09 12:20:00,0
12749.0,5,4090.88,2011-12-06 09:56:00,3
12750.0,1,275.88,2011-08-03 09:13:00,128
12752.0,1,4366.78,2011-09-19 13:32:00,80
12753.0,6,21429.39,2011-11-17 10:52:00,22
12754.0,3,3010.74,2011-04-18 09:00:00,235
12755.0,2,3811.95,2011-03-04 12:42:00,280
12756.0,1,112.07999999999998,2011-09-14 09:31:00,86
12757.0,13,7834.650000000001,2011-11-24 12:30:00,15
12758.0,2,2791.59,2011-08-15 10:22:00,116
12759.0,3,1531.44,2011-10-18 14:49:00,51
12762.0,2,1898.52,2011-12-02 10:23:00,7
12763.0,2,494.08,2011-07-24 14:12:00,137
12764.0,1,1693.88,2011-01-27 10:19:00,316
12766.0,7,6989.63,2011-12-06 08:46:00,3
12769.0,1,1143.6,2011-04-15 10:25:00,238
12770.0,1,1351.45,2011-05-13 09:33:00,210
12772.0,1,892.47,2011-10-11 09:19:00,59
12775.0,5,1386.04,2011-11-22 16:33:00,16
12778.0,6,822.23,2011-11-20 11:30:00,19
12779.0,8,3981.36,2011-11-02 11:43:00,37
12781.0,2,826.74,2011-10-07 10:37:00,63
12782.0,5,2330.92,2011-12-05 09:16:00,4
12783.0,6,2225.91,2011-12-07 15:56:00,1
12784.0,2,532.8199999999999,2011-11-30 15:38:00,8
12785.0,1,311.95,2010-12-10 13:48:00,363
12787.0,3,463.66,2011-11-30 08:44:00,9
12789.0,1,91.85,2011-10-05 13:34:00,64
12790.0,1,324.92,2011-05-31 14:14:00,191
12791.0,1,192.60000000000002,2010-12-01 11:27:00,373
12792.0,1,400.53999999999996,2011-03-28 11:36:00,256
12793.0,2,545.48,2011-01-09 12:12:00,334
12794.0,2,860.41,2011-10-17 14:54:00,52
12795.0,1,430.48,2011-11-21 10:27:00,18
12797.0,1,254.03,2010-12-09 10:55:00,365
12798.0,3,6977.04,2011-11-29 15:52:00,9
12802.0,1,427.58,2011-06-06 09:36:00,186
12808.0,3,483.65000000000003,2011-11-03 10:05:00,36
12809.0,1,489.31,2011-06-15 10:51:00,177
12811.0,3,514.85,2011-03-24 09:42:00,260
12812.0,1,229.64000000000001,2011-10-26 09:54:00,44
12814.0,1,125.92,2011-08-30 12:11:00,101
12815.0,2,1063.46,2011-07-15 10:21:00,147
12816.0,2,572.2,2011-09-05 12:41:00,95
12817.0,1,166.04,2011-03-03 16:28:00,280
12818.0,1,1542.08,2011-03-23 12:06:00,261
12820.0,4,942.34,2011-12-06 15:12:00,2
12821.0,1,92.72,2011-05-09 15:51:00,213
12822.0,2,948.88,2011-09-30 10:04:00,70
12823.0,5,1759.5,2011-09-26 07:35:00,74
12824.0,1,397.12,2011-10-11 12:49:00,59
12826.0,7,1474.72,2011-12-07 10:25:00,2
12827.0,3,430.15000000000003,2011-12-04 12:17:00,5
12828.0,6,1018.71,2011-12-07 08:45:00,2
12829.0,2,293.0,2011-01-07 11:13:00,336
12830.0,6,6814.64,2011-11-02 11:54:00,37
12831.0,1,215.05,2011-03-22 13:02:00,261
12832.0,2,383.03,2011-11-07 13:30:00,31
12833.0,1,417.38,2011-07-17 13:46:00,144
12834.0,1,312.38,2011-03-02 09:49:00,282
12836.0,4,2610.36,2011-10-11 15:10:00,58
12837.0,1,134.1,2011-06-19 16:07:00,172
12838.0,2,671.95,2011-11-06 12:20:00,33
12839.0,14,5591.42,2011-12-07 12:33:00,2
12840.0,4,2726.77,2011-07-19 09:29:00,143
12841.0,25,3991.58,2011-12-05 11:13:00,4
12842.0,2,1118.99,2011-09-30 15:33:00,69
12843.0,8,1702.26,2011-10-05 12:09:00,65
12844.0,2,325.96000000000004,2011-11-10 13:31:00,28
12845.0,4,354.09,2011-03-17 13:34:00,266
12847.0,1,843.64,2011-11-17 13:16:00,21
12849.0,2,1010.29,2011-11-08 13:41:00,30
12851.0,1,131.81,2011-09-04 12:41:00,96
12852.0,1,311.55,2011-02-18 08:47:00,294
12853.0,6,1957.1000000000001,2011-07-28 11:29:00,134
12854.0,3,1316.25,2011-09-22 12:15:00,78
12855.0,1,38.1,2010-12-02 09:37:00,372
12856.0,6,2170.78,2011-12-02 10:52:00,7
12857.0,2,1106.4,2011-05-13 10:20:00,210
12863.0,1,521.2,2011-10-18 14:15:00,51
12864.0,1,147.12,2011-07-24 13:03:00,137
12865.0,2,1568.23,2011-11-13 14:31:00,25
12866.0,1,559.12,2011-03-01 14:11:00,282
12867.0,7,4009.34,2011-11-13 15:30:00,25
12868.0,6,1607.0600000000002,2011-06-07 10:42:00,185
12871.0,2,380.64,2011-09-16 15:07:00,83
12872.0,2,599.97,2011-01-17 10:52:00,326
12873.0,1,374.0,2011-03-02 14:58:00,281
12875.0,2,343.2300000000001,2011-07-19 15:30:00,142
12876.0,2,2218.02,2011-10-13 12:26:00,57
12877.0,12,1535.77,2011-12-06 10:30:00,3
12878.0,2,854.99,2011-04-17 13:07:00,235
12879.0,3,573.22,2011-10-26 12:24:00,44
12881.0,1,298.0,2011-03-09 11:44:00,275
12882.0,2,1463.04,2011-11-30 16:18:00,8
12883.0,4,703.47,2011-11-15 09:32:00,24
12884.0,1,309.05,2011-09-12 13:10:00,87
12885.0,3,1175.22,2011-10-07 13:40:00,62
12886.0,2,1378.4,2011-10-03 10:09:00,67
12888.0,2,354.12,2011-05-09 16:02:00,213
12890.0,1,376.71999999999997,2011-11-15 17:26:00,23
12891.0,3,331.0,2011-06-07 12:31:00,185
12893.0,1,176.55,2011-11-09 12:34:00,30
12895.0,2,372.8,2011-10-28 13:51:00,41
12897.0,2,216.5,2011-05-19 12:13:00,204
12901.0,28,17654.54,2011-12-01 10:07:00,8
12902.0,1,138.68,2011-03-20 12:06:00,264
12904.0,2,496.06,2011-11-21 14:34:00,17
12906.0,5,2919.81,2011-11-28 09:55:00,11
12908.0,2,750.0,2011-06-16 15:39:00,175
12909.0,5,2178.67,2011-10-31 12:43:00,39
12910.0,8,3075.04,2011-11-16 14:28:00,22
12912.0,5,1662.3,2011-12-07 08:55:00,2
12913.0,5,2483.63,2011-12-05 12:11:00,4
12915.0,2,363.65,2011-07-14 11:34:00,148
12916.0,4,2944.95,2011-07-24 10:35:00,138
12917.0,1,594.0,2011-08-03 16:42:00,127
12919.0,6,1335.19,2011-12-01 13:47:00,7
12920.0,1,162.78,2011-11-22 15:05:00,16
12921.0,37,16587.09,2011-11-30 16:22:00,8
12922.0,1,405.38,2011-07-01 15:35:00,160
12923.0,1,172.82,2011-10-06 16:20:00,63
12924.0,4,933.7,2011-09-12 13:55:00,87
12925.0,2,694.05,2011-12-05 11:11:00,4
12928.0,5,2062.7000000000003,2011-11-04 14:24:00,34
12929.0,1,117.85,2011-02-01 12:08:00,311
12930.0,2,415.8,2011-09-22 15:18:00,77
12931.0,15,42055.96,2011-11-18 12:39:00,21
12933.0,3,607.53,2011-11-15 16:38:00,23
12935.0,7,2160.7,2011-12-07 17:25:00,1
12936.0,4,1063.9,2011-11-22 17:32:00,16
12937.0,4,1504.27,2011-11-24 15:05:00,14
12938.0,1,114.14,2011-11-14 11:21:00,25
12939.0,8,11581.8,2011-10-06 14:33:00,63
12940.0,2,899.69,2011-10-16 12:09:00,54
12942.0,3,675.6,2011-07-31 14:39:00,130
12944.0,2,604.51,2011-11-04 11:04:00,35
12945.0,1,462.95,2011-02-24 14:15:00,287
12947.0,6,1603.99,2011-07-19 10:06:00,143
12948.0,7,2064.95,2011-11-23 17:10:00,15
12949.0,8,4167.22,2011-11-09 11:25:00,30
12950.0,3,1843.0,2011-12-07 13:17:00,1
12951.0,6,1064.07,2011-12-01 12:14:00,8
12952.0,4,1387.79,2011-12-04 10:35:00,5
12953.0,1,329.85,2011-11-30 09:24:00,9
12955.0,11,4757.16,2011-12-08 16:29:00,0
12956.0,1,108.07,2011-02-06 16:08:00,305
12957.0,8,4017.54,2011-11-30 09:53:00,9
12962.0,2,266.39,2011-12-02 15:55:00,6
12963.0,8,1856.63,2011-12-01 12:55:00,7
12965.0,1,769.8100000000001,2011-09-11 15:31:00,88
12966.0,1,160.18,2011-11-30 12:38:00,9
12967.0,2,1660.9,2010-12-16 19:10:00,357
12968.0,1,135.95,2011-08-19 15:44:00,111
12970.0,4,405.47,2011-12-02 14:30:00,6
12971.0,86,11189.91,2011-12-06 12:20:00,3
12974.0,1,144.8,2011-05-26 09:33:00,197
12976.0,1,738.6,2011-05-12 09:55:00,211
12977.0,1,39.239999999999995,2011-07-06 16:40:00,155
12980.0,9,7374.900000000001,2011-07-05 09:34:00,157
12981.0,2,372.21999999999997,2011-11-10 12:00:00,29
12982.0,1,390.54,2011-04-11 11:51:00,242
12984.0,1,97.5,2011-11-21 12:37:00,18
12985.0,2,1239.38,2011-12-09 10:46:00,0
12987.0,2,558.7,2011-09-27 12:03:00,73
12988.0,1,505.82,2011-02-20 14:31:00,291
12989.0,15,6924.110000000001,2011-12-06 15:28:00,2
12990.0,3,409.5,2011-11-08 13:01:00,30
12991.0,2,503.76,2011-11-16 15:34:00,22
12993.0,4,414.76,2011-11-16 15:49:00,22
12994.0,3,974.4200000000001,2011-12-05 15:43:00,3
12995.0,1,211.32,2011-09-15 15:44:00,84
12997.0,4,1226.89,2011-11-17 15:47:00,21
12999.0,3,455.88,2011-05-27 13:24:00,195
13000.0,3,534.85,2011-08-25 10:43:00,106
13001.0,13,9785.970000000001,2011-12-05 14:51:00,3
13002.0,1,120.94999999999999,2011-01-25 15:18:00,317
13003.0,3,149.05,2011-08-26 10:50:00,105
13004.0,18,5655.91,2011-11-28 11:27:00,11
13005.0,2,513.7,2011-06-19 10:53:00,173
13006.0,1,81.57,2011-10-14 13:49:00,55
13008.0,1,229.46999999999997,2011-01-20 14:24:00,322
13011.0,1,50.550000000000004,2010-12-02 17:22:00,371
13012.0,8,1646.8400000000001,2011-11-30 13:05:00,8
13013.0,13,4810.9400000000005,2011-12-08 15:01:00,0
13014.0,10,3466.2799999999997,2011-11-29 12:27:00,10
13015.0,5,3339.64,2011-10-17 13:19:00,52
13016.0,3,789.89,2011-09-27 14:08:00,72
13017.0,1,204.0,2011-12-02 15:53:00,6
13018.0,28,7277.7,2011-11-23 13:28:00,15
