CustomerID,Frequency,Monetary,LastPurchaseDate,Recency,Average_Order_Value,Monetary_log,Frequency_log,AOV_log,Cluster,Segment,PCA1,PCA2
12380.0,4,2724.81,2011-11-18 11:27:00,21,681.2025,7.910520910634419,1.6094379124341003,6.525326534592313,3,Loyal Customer,1.6260044770535864,0.5323494533513026
12381.0,5,1845.31,2011-12-05 12:44:00,4,369.062,7.520944331624911,1.791759469228055,5.9136705591679615,0,VIP Customer,1.3085183771403857,-0.3159041264481781
12383.0,5,1850.56,2011-06-08 08:02:00,184,370.11199999999997,7.523783805985769,1.791759469228055,5.916503903841239,3,Loyal Customer,0.5853715095820813,0.6646285008438305
12384.0,2,585.27,2011-11-11 08:39:00,28,292.635,6.373780434317173,1.0986122886681098,5.6823374994447,3,Loyal Customer,-0.022288039503366403,-0.2087409601835957
12386.0,2,401.9,2011-01-06 12:37:00,337,200.95,5.998688392197302,1.0986122886681098,5.308020142009422,2,Lost Customer,-1.6595097398740657,1.0462019085016019
12388.0,6,2780.66,2011-11-24 12:30:00,15,463.4433333333333,7.930803150780256,1.9459101490553132,6.140839555835223,0,VIP Customer,1.7114329960681762,-0.05549599581389586
12390.0,1,549.84,2011-09-21 09:33:00,79,549.84,6.311444385858925,0.6931471805599453,6.311444385858925,3,Loyal Customer,-0.22981247450122494,0.8963313807718312
12391.0,1,439.66,2011-11-18 12:07:00,21,439.66,6.0882736030360425,0.6931471805599453,6.0882736030360425,3,Loyal Customer,-0.2285798906000185,0.32939424364751047
12393.0,4,1582.6,2011-09-28 15:41:00,71,395.65,7.3674560152319755,1.6094379124341003,5.9830542797480115,3,Loyal Customer,0.8584054349009711,0.19135180689710368
12394.0,2,1272.48,2011-10-07 08:08:00,63,636.24,7.149508589545504,1.0986122886681098,6.4571463507046944,3,Loyal Customer,0.6449926411114645,0.8563876586857403
12395.0,12,3018.63,2011-11-20 15:21:00,18,251.5525,8.012889586306857,2.5649493574615367,5.531619147894961,0,VIP Customer,1.887888097525337,-0.9573251108827556
12397.0,2,2409.9,2011-11-04 09:52:00,35,1204.95,7.7877554007552545,1.0986122886681098,7.095022917057849,3,Loyal Customer,1.423337611292317,1.42474120543795
12398.0,1,1635.66,2011-10-25 10:27:00,45,1635.66,7.400412858792405,0.6931471805599453,7.400412858792405,3,Loyal Customer,1.042975426999407,1.9414583468404836
12399.0,4,1108.65,2011-08-12 13:15:00,118,277.1625,7.011799929268738,1.6094379124341003,5.628205475292234,3,Loyal Customer,0.2983561221400381,0.045714038047755576
12401.0,1,84.3,2011-02-09 13:50:00,302,84.3,4.446174454497633,0.6931471805599453,4.446174454497633,2,Lost Customer,-3.074579123212632,0.0007530156958750666
12402.0,1,225.6,2011-01-20 13:49:00,322,225.6,5.423186348593906,0.6931471805599453,5.423186348593906,2,Lost Customer,-2.136376954268889,1.2126509725253027
12403.0,1,427.7,2011-10-21 10:51:00,49,427.7,6.0607573736039315,0.6931471805599453,6.0607573736039315,3,Loyal Customer,-0.37022490723111745,0.4503505749640005
12405.0,1,1710.39,2011-07-14 08:52:00,148,1710.39,7.445061184797548,0.6931471805599453,7.445061184797548,3,Loyal Customer,0.6740438720290868,2.5511293388296603
12406.0,2,3415.3,2011-11-17 19:22:00,21,1707.65,8.136313373066384,1.0986122886681098,7.443458864014031,3,Loyal Customer,1.8432405857024015,1.7422199347464506
12407.0,5,1708.12,2011-10-21 10:11:00,49,341.62399999999997,7.4437338971514055,1.791759469228055,5.8366336359758595,0,VIP Customer,1.0465680121904484,-0.1585901956540743
12408.0,5,2888.55,2011-11-07 12:27:00,32,577.71,7.968856059639959,1.791759469228055,6.360801488541086,0,VIP Customer,1.662247713606077,0.3411627100708993
12409.0,3,11072.67,2011-09-22 10:38:00,78,3690.89,9.312325497408466,1.3862943611198906,8.213893801029375,3,Loyal Customer,2.8414045383483364,2.8264417246841247
12410.0,2,693.3299999999999,2011-02-04 10:39:00,308,346.66499999999996,6.542947351813216,1.0986122886681098,5.851239372457318,2,Lost Customer,-0.9755129438933002,1.502325208527762
12412.0,3,1226.88,2011-09-26 10:16:00,74,408.96000000000004,7.1130443840624835,1.3862943611198906,6.016059593963362,3,Loyal Customer,0.5648038704542895,0.3225854891682232
12413.0,3,758.1,2011-10-04 09:00:00,66,252.70000000000002,6.632133521022722,1.3862943611198906,5.536152466605237,3,Loyal Customer,0.09610501491453029,-0.2629327394217813
12414.0,3,562.41,2011-05-06 14:51:00,216,187.47,6.334007604663525,1.3862943611198906,5.238938843028536,2,Lost Customer,-0.8193844859637193,0.21575156052064184
12415.0,21,124914.53,2011-11-15 14:22:00,23,5948.310952380953,11.735393027855736,3.091042453358316,8.691030685511077,0,VIP Customer,5.850607554348308,2.4386676129383305
12417.0,9,3649.1,2011-12-06 14:52:00,2,405.4555555555555,8.202509843461513,2.302585092994046,6.007474588583744,0,VIP Customer,2.1028433655028604,-0.4083554349553082
12418.0,1,668.58,2011-08-19 11:08:00,112,668.58,6.506650650150935,0.6931471805599453,6.506650650150935,3,Loyal Customer,-0.1593600893459504,1.2959485805958626
12420.0,1,600.39,2011-10-07 08:55:00,63,600.39,6.3992436425478765,0.6931471805599453,6.3992436425478765,3,Loyal Customer,-0.07370805793017017,0.9086060506276966
12421.0,4,807.04,2011-11-24 09:07:00,15,201.76,6.694611562246261,1.6094379124341003,5.312023013604149,1,At Risk Customer,0.3836189727811818,-0.8707301371631752
12422.0,3,803.5600000000001,2011-09-05 09:48:00,95,267.85333333333335,6.690295544136225,1.3862943611198906,5.594166001666211,3,Loyal Customer,0.03969467576113674,-0.039940461788630505
12423.0,8,1859.31,2011-12-09 10:10:00,0,232.41375,7.528498419486568,2.1972245773362196,5.45281262985673,0,VIP Customer,1.391417975698052,-1.0066377728452924
12424.0,2,1760.96,2011-06-30 12:06:00,162,880.48,7.474182104762846,1.0986122886681098,6.781602312981556,3,Loyal Customer,0.5841029493525688,1.7603472662020048
12425.0,1,777.2,2011-09-22 17:31:00,77,777.2,6.6569835605504535,0.6931471805599453,6.6569835605504535,3,Loyal Customer,0.13860216080230064,1.2756774854374835
12426.0,1,582.73,2011-05-29 12:26:00,194,582.73,6.369438547154207,0.6931471805599453,6.369438547154207,3,Loyal Customer,-0.6332332536834301,1.5862288383727756
12427.0,3,825.8,2011-11-18 08:56:00,21,275.26666666666665,6.717562827807613,1.3862943611198906,5.621366582837108,3,Loyal Customer,0.36660364383433774,-0.41100668563120163
12428.0,9,7956.46,2011-11-14 08:22:00,25,884.0511111111111,8.981865132439246,2.302585092994046,6.78564539600823,0,VIP Customer,2.8221684218260097,0.5954509264006638
12429.0,4,3750.4,2011-11-30 17:22:00,8,937.6,8.22988438262624,1.6094379124341003,6.844389403360317,3,Loyal Customer,2.0113301812430175,0.8221125142842896
12430.0,1,256.4,2011-10-27 15:09:00,42,256.4,5.5506312951620265,0.6931471805599453,5.5506312951620265,1,At Risk Customer,-0.8739743701182775,-0.16372439487249033
12431.0,15,6419.95,2011-11-04 11:55:00,35,427.99666666666667,8.767321360814657,2.772588722239781,6.06144914889006,0,VIP Customer,2.6445903278375287,-0.3449058993685479
12432.0,5,5059.32,2011-10-28 11:43:00,42,1011.8639999999999,8.529185001388596,1.791759469228055,6.920537240546674,0,VIP Customer,2.205924930670717,1.0276310799071828
12433.0,7,13375.87,2011-12-09 10:02:00,0,1910.8385714285716,9.50128237507538,2.0794415416798357,7.555820660877846,0,VIP Customer,3.428437771856298,1.412186432687895
12434.0,2,806.14,2011-09-16 12:38:00,84,403.07,6.6934971352559,1.0986122886681098,6.001588130278833,3,Loyal Customer,0.08497532281492606,0.4559010255956412
12435.0,2,7829.89,2011-09-21 09:06:00,79,3914.945,8.965831447914955,1.0986122886681098,8.27281195860795,3,Loyal Customer,2.474249197954337,2.993720457988331
12436.0,1,509.01,2011-09-01 12:09:00,99,509.01,6.234430333369278,0.6931471805599453,6.234430333369278,3,Loyal Customer,-0.3908051602970755,0.9179545591860856
12437.0,18,4951.41,2011-12-08 11:35:00,1,275.0783333333333,8.507629605767502,2.9444389791664403,5.620684641874008,0,VIP Customer,2.5454375731962697,-1.0926430472973852
12438.0,2,2906.85,2011-11-25 13:28:00,13,1453.425,7.9751692554798295,1.0986122886681098,7.282365912494403,3,Loyal Customer,1.707490176540778,1.5168592136629504
12441.0,1,173.55,2010-12-08 10:45:00,366,173.55,5.162211233551045,0.6931471805599453,5.162211233551045,2,Lost Customer,-2.5860280699416913,1.156844289936612
12442.0,1,172.06,2011-12-06 14:22:00,2,172.06,5.153638355178593,0.6931471805599453,5.153638355178593,1,At Risk Customer,-1.1266233321861152,-0.8292196197858088
12444.0,5,5005.46,2011-11-18 13:23:00,20,1001.092,8.518484357502437,1.791759469228055,6.909845093797211,0,VIP Customer,2.2835165025236686,0.8961039245898382
12445.0,1,133.4,2011-11-17 18:43:00,21,133.4,4.900820428089049,0.6931471805599453,4.900820428089049,1,At Risk Customer,-1.4669198236668666,-1.0115552550498754
12446.0,1,1002.31,2011-10-13 12:50:00,57,1002.31,6.9110598129904375,0.6931471805599453,6.9110598129904375,3,Loyal Customer,0.4842448163495534,1.4540044804456536
12447.0,1,476.49,2011-04-10 13:25:00,242,476.49,6.168543217293113,0.6931471805599453,6.168543217293113,2,Lost Customer,-1.036365602579709,1.619986656897069
12448.0,1,449.45,2011-10-26 13:46:00,43,449.45,6.110247083097449,0.6931471805599453,6.110247083097449,3,Loyal Customer,-0.29441089180132507,0.4736598402371492
12449.0,4,4067.29,2011-11-17 13:46:00,21,1016.8225,8.310978042729836,1.6094379124341003,6.925420820414612,3,Loyal Customer,2.0434240366689855,0.9842121823163896
12450.0,2,197.88,2011-07-06 14:41:00,155,98.94,5.292701627762401,1.0986122886681098,4.604570005916059,1,At Risk Customer,-1.6601894667528487,-0.7367221350378919
12451.0,5,9035.52,2011-11-29 08:40:00,10,1807.104,9.109029423519523,1.791759469228055,7.500034061421681,0,VIP Customer,2.9395128090870424,1.5083367889230535
12452.0,2,430.57,2011-11-23 10:28:00,16,215.285,6.067429722163682,1.0986122886681098,5.37659698242672,1,At Risk Customer,-0.29302598168829735,-0.619242959312899
12453.0,1,707.09,2011-07-28 14:08:00,133,707.09,6.562571204258897,0.6931471805599453,6.562571204258897,3,Loyal Customer,-0.18575534406484842,1.4731198019313023
12454.0,1,3528.34,2011-10-14 17:13:00,55,3528.34,8.168866163607964,0.6931471805599453,8.168866163607964,3,Loyal Customer,1.804020648380446,2.863542122803438
12455.0,6,2466.86,2011-09-27 15:31:00,72,411.1433333333334,7.81110665732229,1.9459101490553132,6.021371185287721,0,VIP Customer,1.3567988068199222,0.11904950433962608
12456.0,3,3181.04,2011-10-26 14:41:00,43,1060.3466666666666,8.065277779528966,1.3862943611198906,6.967293821031323,3,Loyal Customer,1.6823483497141696,1.2286010521938402
12457.0,7,2363.23,2011-10-04 13:13:00,65,337.6042857142857,7.768207666517555,2.0794415416798357,5.824832126778667,0,VIP Customer,1.3600320224514584,-0.1899216748107395
12458.0,2,947.4,2011-09-29 15:25:00,70,473.7,6.854776354191251,1.0986122886681098,6.162683025557272,3,Loyal Customer,0.3095398516347262,0.5618306499099104
12461.0,2,826.88,2011-09-06 16:57:00,93,413.44,6.718868216346018,1.0986122886681098,6.026928211383551,3,Loyal Customer,0.07511144410294125,0.5333875935645619
12462.0,2,1189.59,2011-11-21 09:11:00,18,594.795,7.082204261557526,1.0986122886681098,6.38989664816609,3,Loyal Customer,0.7563601457291806,0.5361043109530627
12463.0,4,1344.78,2011-10-17 13:44:00,52,336.195,7.204729049594601,1.6094379124341003,5.8206613980225095,3,Loyal Customer,0.7655322938046405,-0.09524187092638445
12464.0,8,1212.05,2011-11-29 13:33:00,9,151.50625,7.100893128209941,2.1972245773362196,5.027205578814218,0,VIP Customer,0.9102769242711807,-1.4386707893547952
12465.0,2,742.1899999999999,2011-11-22 16:34:00,16,371.09499999999997,6.610951732080795,1.0986122886681098,5.919149198014244,3,Loyal Customer,0.27325703967087467,-0.006423496071311294
12468.0,2,729.5400000000001,2011-06-05 11:36:00,187,364.77000000000004,6.593783986707386,1.0986122886681098,5.902004720565165,3,Loyal Customer,-0.4344331037549238,0.9026781971475113
12471.0,30,19788.65,2011-12-07 15:43:00,1,659.6216666666667,9.89291435274037,3.4339872044851463,6.493181310884872,0,VIP Customer,4.090068423627979,-0.2940581518879765
12472.0,7,6572.11,2011-11-07 14:01:00,31,938.8728571428571,8.790742363252102,2.0794415416798357,6.84574460775715,0,VIP Customer,2.5626511295407615,0.7785764275225718
12473.0,5,3928.05,2011-11-10 13:46:00,28,785.61,8.276152945361936,1.791759469228055,6.667732572858675,0,VIP Customer,1.9986488074124018,0.6661013972964173
12474.0,18,7324.09,2011-11-22 14:39:00,16,406.8938888888889,8.899060720499207,2.9444389791664403,6.011007064325745,0,VIP Customer,2.8925272799733115,-0.5702678237556934
12475.0,1,723.38,2011-10-17 10:10:00,53,723.38,6.585316116572351,0.6931471805599453,6.585316116572351,3,Loyal Customer,0.16067745767941918,1.0644349803058806
12476.0,11,6816.42,2011-11-24 12:40:00,15,619.6745454545454,8.82723638014411,2.4849066497880004,6.430806863161178,0,VIP Customer,2.7334336935223584,0.07219453273453232
12477.0,6,13219.74,2011-11-17 09:51:00,22,2203.29,9.489542087633343,1.9459101490553132,7.698160740564423,0,VIP Customer,3.3079561033925278,1.741336036418441
12478.0,1,680.99,2011-12-06 09:56:00,3,680.99,6.525014994979364,0.6931471805599453,6.525014994979364,3,Loyal Customer,0.29948795127700306,0.724857862970916
12479.0,1,527.2,2011-11-28 13:26:00,10,527.2,6.269474999863032,0.6931471805599453,6.269474999863032,3,Loyal Customer,0.004759718970844563,0.47429281232546633
12480.0,4,3281.63,2011-11-11 14:52:00,27,820.4075,8.096400209353131,1.6094379124341003,6.711019332233147,3,Loyal Customer,1.795543801514606,0.7746493976535154
12481.0,10,5579.82,2011-11-17 08:29:00,22,557.982,8.62709099798378,2.3978952727983707,6.326117272278875,0,VIP Customer,2.481065011896864,0.02456572151869356
12483.0,8,2484.98,2011-11-22 17:02:00,16,310.6225,7.818422226986002,2.1972245773362196,5.741792519348646,0,VIP Customer,1.6287067030810862,-0.59329831048476
12484.0,6,4527.32,2011-11-07 11:37:00,32,754.5533333333333,8.418106288764006,1.9459101490553132,6.627450372647183,0,VIP Customer,2.150663310262028,0.5864160076593679
12488.0,3,1298.66,2011-11-30 08:50:00,9,432.8866666666667,7.169857970780942,1.3862943611198906,6.072783363285527,3,Loyal Customer,0.8862074221759255,0.03372857961582148
12489.0,1,334.93,2011-01-07 13:13:00,335,334.93,5.816902804925467,0.6931471805599453,5.816902804925467,2,Lost Customer,-1.7782291850620418,1.7278463513110314
12490.0,10,5417.93,2011-12-04 16:07:00,4,541.793,8.597653657970227,2.3978952727983707,6.296728031783233,0,VIP Customer,2.523002972042115,-0.10636239550639506
12491.0,1,460.4,2011-11-01 12:18:00,38,460.4,6.134265345739653,0.6931471805599453,6.134265345739653,3,Loyal Customer,-0.24919378370213793,0.4736347112587956
12492.0,2,263.21000000000004,2011-10-07 15:15:00,62,131.60500000000002,5.5767442414854775,1.0986122886681098,4.887374784431505,1,At Risk Customer,-0.9894981538777357,-0.9221442859729738
12493.0,2,433.74,2011-06-27 10:17:00,165,216.87,6.0747481512447195,1.0986122886681098,5.383898554638242,2,Lost Customer,-0.8864564678569972,0.198018645297334
12494.0,7,1246.1,2011-11-24 09:34:00,15,178.0142857142857,7.128576134926702,2.0794415416798357,5.187465611115926,0,VIP Customer,0.8959256439987064,-1.181471949993508
12497.0,1,1043.1,2011-09-19 12:29:00,81,1043.1,6.950910549296065,0.6931471805599453,6.950910549296065,3,Loyal Customer,0.42898934826164226,1.629317486120984
12498.0,3,403.7000000000001,2011-11-18 12:53:00,20,134.5666666666667,6.00314605188182,1.3862943611198906,4.909463524245069,1,At Risk Customer,-0.3730184773735252,-1.2207113456246446
12500.0,11,4257.82,2011-11-16 16:20:00,22,387.07454545454544,8.356747405587967,2.4849066497880004,5.961197448629325,0,VIP Customer,2.215026640348439,-0.42023332215036713
12501.0,1,2169.39,2011-01-07 12:28:00,336,2169.39,7.682662153888476,0.6931471805599453,7.682662153888476,3,Loyal Customer,0.16345093420018098,3.840213002855696
12502.0,5,3723.87,2011-09-05 11:52:00,95,744.774,8.222787230875806,1.791759469228055,6.614422605243761,0,VIP Customer,1.6727544003689059,0.969677353530153
12504.0,2,482.05,2011-11-21 16:02:00,17,241.025,6.180120167963518,1.0986122886681098,5.489041026606135,1,At Risk Customer,-0.17967514160364223,-0.4868001105329916
12506.0,1,73.5,2011-04-21 08:54:00,232,73.5,4.310799125385514,0.6931471805599453,4.310799125385514,2,Lost Customer,-2.933381747983167,-0.5321952532108002
12507.0,3,1304.81,2011-07-28 17:09:00,133,434.93666666666667,7.174578816863813,1.3862943611198906,6.07749697285895,3,Loyal Customer,0.39092117424185074,0.7123257765977847
12508.0,2,397.88,2011-11-13 15:37:00,25,198.94,5.988660619775247,1.0986122886681098,5.298017321539034,1,At Risk Customer,-0.411372154567683,-0.6591398284267317
12509.0,1,176.5,2011-02-28 14:45:00,283,176.5,5.178970608915471,0.6931471805599453,5.178970608915471,2,Lost Customer,-2.233735563061324,0.7251113402758927
12510.0,2,982.57,2011-07-20 10:15:00,142,491.285,6.8911888096735625,1.0986122886681098,6.199057817073877,3,Loyal Customer,0.05705022895018449,0.9938455173878822
12512.0,2,132.18,2011-10-04 14:55:00,65,66.09,4.891701596682476,1.0986122886681098,4.206035001574797,1,At Risk Customer,-1.7139720135106014,-1.6757809018536098
12513.0,1,612.29,2011-08-19 10:51:00,112,612.29,6.418837907265026,0.6931471805599453,6.418837907265026,3,Loyal Customer,-0.25093593287561866,1.1967847095174435
12514.0,1,1017.68,2011-03-17 16:38:00,266,1017.68,6.926262950537876,0.6931471805599453,6.926262950537876,3,Loyal Customer,-0.34298873351457193,2.6059641097148307
12515.0,1,383.7,2010-12-21 15:43:00,352,383.7,5.95246380975825,0.6931471805599453,5.95246380975825,2,Lost Customer,-1.7054354420484577,1.9732342659836872
12516.0,2,1312.06,2011-09-23 09:13:00,77,656.03,7.180115570136106,1.0986122886681098,6.487729679542585,3,Loyal Customer,0.6204234882375258,0.9669423433449038
12517.0,5,2481.6,2011-11-11 14:04:00,27,496.32,7.817061677081847,1.791759469228055,6.2092336820847365,0,VIP Customer,1.5242419942926688,0.14282300913275894
12518.0,5,2056.89,2011-12-09 10:13:00,0,411.378,7.629436465014086,1.791759469228055,6.021940404454081,0,VIP Customer,1.437673766718367,-0.21532650677160273
12519.0,1,330.84,2011-10-07 09:26:00,63,330.84,5.804652925041163,0.6931471805599453,5.804652925041163,1,At Risk Customer,-0.6937791856631025,0.23715546933943815
12520.0,5,2634.26,2011-09-21 15:23:00,78,526.8520000000001,7.876737127834484,1.791759469228055,6.268815941383721,0,VIP Customer,1.3806940848719205,0.48703085448767136
12521.0,1,599.68,2011-07-20 10:51:00,142,599.68,6.39806234681208,0.6931471805599453,6.39806234681208,3,Loyal Customer,-0.3936192475905127,1.336212289928354
12522.0,2,192.72,2011-10-31 15:30:00,38,96.36,5.266413817535028,1.0986122886681098,4.578415448679272,1,At Risk Customer,-1.2155628228851745,-1.401541916095036
12523.0,11,1789.77,2011-11-20 12:55:00,18,162.70636363636365,7.490400973937009,2.4849066497880004,5.098074357392835,0,VIP Customer,1.329454345111325,-1.4170925263901148
12524.0,8,4485.72,2011-11-30 15:31:00,8,560.715,8.408877201532766,2.1972245773362196,6.330994603828433,0,VIP Customer,2.276050277345596,0.028803398406840743
12526.0,3,1316.66,2011-12-09 12:09:00,0,438.8866666666667,7.183612715167257,1.3862943611198906,6.086517117976398,3,Loyal Customer,0.9368453507629362,0.00037392464514354105
12527.0,3,348.71000000000004,2011-09-19 11:55:00,81,116.23666666666668,5.857104239599851,1.3862943611198906,4.764194683731463,1,At Risk Customer,-0.7709643604216803,-1.0536582918789013
12528.0,6,1933.48,2011-11-30 14:40:00,8,322.24666666666667,7.567593835498341,1.9459101490553132,5.7784157056627325,0,VIP Customer,1.3613262272138316,-0.5028846366549978
12530.0,4,1662.28,2011-10-11 12:34:00,59,415.57,7.416546835435133,1.6094379124341003,6.032054514712074,3,Loyal Customer,0.9579573650254382,0.18154311665786305
12531.0,1,125.22,2011-11-25 11:12:00,14,125.22,4.838026416156094,0.6931471805599453,4.838026416156094,1,At Risk Customer,-1.5041673873746546,-1.1204737075666678
12532.0,1,349.83000000000004,2011-11-09 13:47:00,29,349.83000000000004,5.860301775655642,0.6931471805599453,5.860301775655642,1,At Risk Customer,-0.49859247209671703,0.11539058756348879
12534.0,1,1089.18,2011-08-01 10:26:00,130,1089.18,6.9940980992041535,0.6931471805599453,6.9940980992041535,3,Loyal Customer,0.27636581799317766,1.9441392199688883
12535.0,2,716.35,2011-09-09 08:48:00,91,358.175,6.575563866544399,1.0986122886681098,5.883809734896783,3,Loyal Customer,-0.06616444045919695,0.36088392658932406
12536.0,3,12601.830000000002,2011-10-27 14:20:00,42,4200.610000000001,9.441676670894656,1.3862943611198906,8.343223064151342,3,Loyal Customer,3.1215078265445273,2.7770253500083903
12538.0,1,363.95,2011-11-10 17:16:00,28,363.95,5.899760357897641,0.6931471805599453,5.899760357897641,3,Loyal Customer,-0.4534090289186905,0.15452016648927486
12539.0,4,5568.35,2011-11-17 13:30:00,21,1392.0875,8.625033629522884,1.6094379124341003,7.239277785877436,3,Loyal Customer,2.370829330651017,1.3386673931669943
12540.0,17,13400.24,2011-11-20 11:31:00,19,788.2494117647059,9.503102518971122,2.8903717578961645,6.671082382128613,0,VIP Customer,3.4989818071847103,0.21212334938980348
12541.0,3,981.18,2011-11-10 10:40:00,29,327.06,6.889774590946187,1.3862943611198906,5.79319651848434,3,Loyal Customer,0.5137149668022692,-0.17347532292823065
12544.0,1,372.7,2011-11-03 16:15:00,35,372.7,5.923453336491439,0.6931471805599453,5.923453336491439,3,Loyal Customer,-0.45693812237064146,0.21928318436584768
12545.0,2,1000.39,2011-09-25 13:39:00,74,500.195,6.9091443138264115,1.0986122886681098,6.21699524691469,3,Loyal Customer,0.3500715059917449,0.6448897522723438
12546.0,2,1161.5,2011-10-24 12:09:00,46,580.75,7.058328137461511,1.0986122886681098,6.366040802182401,3,Loyal Customer,0.6185223276978611,0.6611913807491471
12547.0,2,207.8,2011-05-26 12:38:00,197,103.9,5.341376856008484,1.0986122886681098,4.653007515402251,2,Lost Customer,-1.7789828872374973,-0.45394628436949697
12548.0,1,95.2,2011-06-26 15:35:00,165,95.2,4.566429357671661,0.6931471805599453,4.566429357671661,2,Lost Customer,-2.396524522116877,-0.6073056948616526
